entity,label,n_menciones,n_documentos
Infanteria,LOC,1,1
Infantería,LOC,1,1
Infantería D. Carlos ALVAREZ ARENAS,PER,1,1
Infor,ORG,1,1
Información Gobierno Militar de,ORG,1,1
Informe,ORG,1,1
Ing. DEM,PER,1,1
Ingenieros,ORG,1,1
Inspector General,PER,1,1
Institución,LOC,1,1
Institución Militar,LOC,1,1
Institutionen des Staates,ORG,1,1
Institutos,LOC,1,1
Integrantes,PER,1,1
Intendencia,LOC,1,1
Intensificar,PER,1,1
Intermédic,LOC,1,1
Interpretaciones,PER,1,1
Interpretan,LOC,1,1
Interprete,PER,1,1
Interregatario del Fiscal,PER,1,1
Interrogatorio,LOC,1,1
Interrogatorio de los Srs,LOC,1,1
Interrogatorio del Capitán Alvarez Arenas,LOC,1,1
Interrogatorio del Capitán de Intendencia Cid Fortea,LOC,1,1
Interrogatorio del Capitán de la Guardia Civil Pérez de la Lastra,LOC,1,1
Interrogatorio del Comandante Pardo,LOC,1,1
Interrogatorio del Teniente,LOC,1,1
Intervención Corona,PER,1,1
Intervención del Capitán Caballero,PER,1,1
Intervención del Comandante Pardos Aldea,LOC,1,1
Intervención del Coronel ESCANDELL,LOC,1,1
Intervención del General Alvarado,LOC,1,1
Intervención del General Aramburu,LOC,1,1
Intervención del General Dueñas Gavilán,PER,1,1
Intervención del General Farré,PER,1,1
Intervención del General Vallespín Morales,LOC,1,1
Intervención del General de División CALZADA,LOC,1,1
Intervención del Sr. Esquivel,LOC,1,1
Intervención del Sr. García Villalonga,LOC,1,1
Intervención del Sr. Gómez García,LOC,1,1
Intervención del Sr. Novalvos,LOC,1,1
Intervención del Sr. Ortiz Ortiz,LOC,1,1
Intervención del Sr. Salva Paradela,LOC,1,1
Intervención del Sr. Sánz López,LOC,1,1
Intervención del Teniente General DE SANTIAGO,LOC,1,1
Intervención del Teniente General Orozco,LOC,1,1
Interviene el Sr. Escandell,PER,1,1
Intervienen el Fiscal,PER,1,1
Intervinieron,LOC,1,1
Intervinieron,PER,1,1
Interviú,PER,1,1
Investigación Criminal,PER,1,1
Invocando,LOC,1,1
Irán,LOC,1,1
Irún,LOC,1,1
Isla de Menorca,LOC,1,1
Islas Filipinas,LOC,1,1
Izar,LOC,1,1
Izquierdo Sánchez,PER,1,1
Iñiguez,PER,1,1
J. L. Cotterell,PER,1,1
J. Marias,PER,1,1
JA van al Hotel Palace,LOC,1,1
JAOME,ORG,1,1
JAVIER BLANCAFORT,ORG,1,1
JEFE SEGUNDA ZONA A,ORG,1,1
JEME llamó,LOC,1,1
JORGE S. REMONDA-RUIBAL,PER,1,1
JORNADAD JEFE ELI COMANDANDIA,ORG,1,1
JOSE MARIA CARRASCAL,PER,1,1
JUAN ANTONIO TEVAR GOMEZ,PER,1,1
JUAN CARLOS,PER,1,1
JUAN CARLOS I Facilitamos,PER,1,1
JUAN JAURENES,PER,1,1
JUEZ ESPECIAL -José María Garcia,ORG,1,1
JUJEM,LOC,1,1
JUNTA ORDEN PUBLICO A LA CUE,ORG,1,1
JURIDICA,ORG,1,1
JUSTE,ORG,1,1
JUSTICIA MILITAR EXCMO,ORG,1,1
JUSTICIA MILITAR EXCMO.SEÑOR: RELATORIA,ORG,1,1
JUSTICIA MILITAR SER RAL CONSEJERO,ORG,1,1
JUZGADO MILITAR ESPECIAL,ORG,1,1
Jaca,LOC,1,1
"Javier -- Pardo, Romero Ales",PER,1,1
Jaén,LOC,1,1
Jefatura,LOC,1,1
Jefatura,PER,1,1
Jefatura de Apoyo Logístico,LOC,1,1
Jefatura de Estado Mayor del Cuerpo,LOC,1,1
Jefatura de la División de Operaciones,LOC,1,1
Jefatura del Estado,LOC,1,1
Jefe E. M. Se,PER,1,1
Jefe Nacional de Ventas,PER,1,1
Jefe Rgto,LOC,1,1
Jefe Rgto,PER,1,1
Jefe de Estación,PER,1,1
Jefe de Estado Mayor,PER,1,1
Jefe de Gobierno,PER,1,1
Jefe de la Acorazada,PER,1,1
Jefe de la Agrupación,PER,1,1
Jefe de la Agrupación de Tráfico,PER,1,1
Jefe de la Guardia Civil,PER,1,1
Jefe del,PER,1,1
Jefe del Servicio de Derecho de Petición,PER,1,1
Jefe del Servicio del Derecho de Petición,PER,1,1
Jefes de Sección del E.M,ORG,1,1
Jefes de U,PER,1,1
Jefes de Unidad,ORG,1,1
Jefes de la Guardia Civil Comandantes Villa Pascual,ORG,1,1
Jefes de las Divisiones,ORG,1,1
Jefes del CESID,ORG,1,1
Jefes y Oficiales,PER,1,1
Jefes y Oficiales del C. General,ORG,1,1
Jefes y Oficiales del Cuartel General,ORG,1,1
Jesus M. Paniaro,PER,1,1
Jesús Marrieta,PER,1,1
Jisejo Supremo de Justicia Militar,LOC,1,1
John,PER,1,1
Johny,PER,1,1
Jordi Pujol,PER,1,1
Jorge Dezcallar Excmo,PER,1,1
Jose Antonio ASSIEGO,PER,1,1
Jose Pedro Perez-Llorca NORTEAMERICA,PER,1,1
José Alberto Zambrano,PER,1,1
José Cabeiras Montero,PER,1,1
José Faura,PER,1,1
José Gabeiras Montero,PER,1,1
José Gabriel Guma,PER,1,1
José Pedro Pérez Llorca NORTEAMERICA,PER,1,1
José Salva Paradela,PER,1,1
José Zugasti Pellejero,PER,1,1
Juan,PER,1,1
Juan C. Villaviciosa,PER,1,1
Juan Carlos I,PER,1,1
Juan García Carres,PER,1,1
Juan PEREZ DE LA LASTRA,PER,1,1
Juan Pla,PER,1,1
Juan Plá,PER,1,1
Juan?,PER,1,1
Juanillo,LOC,1,1
Jubas Camarillo,LOC,1,1
Juez,ORG,1,1
Juez Especial,PER,1,1
Juez Especial Consejero Togado García Escudero,ORG,1,1
Juez Eventual,LOC,1,1
Juez Togado Instructor,PER,1,1
Juicio,ORG,1,1
Julian Marias,PER,1,1
Julio de 1980,ORG,1,1
Julián Marías,PER,1,1
Junio de 1981,PER,1,1
Junta Civico-Militar,ORG,1,1
Junta Jefes Estado Mayor,ORG,1,1
Junta Superior,LOC,1,1
Junta de Coordinación Informativa,PER,1,1
Junta de Seguridad,ORG,1,1
Jurisdicción Central de Marina,ORG,1,1
Juste,PER,1,1
Juste Fernández,PER,1,1
Juste consideró,PER,1,1
Juste mandó,PER,1,1
Justicia Militar,ORG,1,1
Justicia Militar A Gobierno,ORG,1,1
Justifica,LOC,1,1
Justifican,ORG,1,1
Juventud Comunista de Madrid,ORG,1,1
Juventudes Comunistas,PER,1,1
Juventudes Comunistas Revolucionarias,PER,1,1
Juz Instructor,PER,1,1
K. K. K. An Seine Majestät König Juan Carlos I. von Spanien,PER,1,1
K.A.S,ORG,1,1
KING JUAN CARLOS AND THE,ORG,1,1
L. No,PER,1,1
LAS FABRICAS.-CONCENTRACIONES,ORG,1,1
LASTRA Capitán de la G.C. D. CARLOS,ORG,1,1
LCR-IV Internacional,ORG,1,1
LEALTAD A,ORG,1,1
LEGALIDAD,ORG,1,1
LIQUIDACION,ORG,1,1
LLAMA JAVIER GOMEZ SAN CRISTOBAL,ORG,1,1
LLAMADA A,LOC,1,1
LOCAR,ORG,1,1
LONDRES,LOC,1,1
LOS BARRIOS,LOC,1,1
LOS MISMOS,ORG,1,1
LOS PRECIOS,ORG,1,1
LOS RECURSOS ES,ORG,1,1
LOS SUDES,ORG,1,1
LUCHA POPULAR CONTRA,ORG,1,1
LUIS ABAD GUTIERREZ A Prisión Naval,PER,1,1
LUIS CORTINA PRIETO,PER,1,1
LUIS MARTIN,PER,1,1
La Hipica,LOC,1,1
La Junta,PER,1,1
La Marina,PER,1,1
La Reina,PER,1,1
La Sala,PER,1,1
La Sesión,LOC,1,1
La Sociedad militar,ORG,1,1
La Vista,LOC,1,1
La Vista Pública,LOC,1,1
Lacalle Leloup,PER,1,1
Lainez,LOC,1,1
Lamentable,PER,1,1
Land Rover,ORG,1,1
Land-Rover al Colegio de Guardias Jóvenes de VALDEMORO,ORG,1,1
Landelino Lavilla,PER,1,1
Landolino,PER,1,1
Las Fuerzas,PER,1,1
Las Provincias del 9,LOC,1,1
Lastra,PER,1,1
Latifundios,LOC,1,1
Lawrence Eagleburger,PER,1,1
Legislar,PER,1,1
Letrado,LOC,1,1
Letrado Exmo,LOC,1,1
Letrado Sr. Sanz Arribas,PER,1,1
Letrados,LOC,1,1
Ley Antiterrorista,ORG,1,1
Leyes,LOC,1,1
León Pizarro,PER,1,1
Libertades Fundamentales,LOC,1,1
Lieber Kollege,ORG,1,1
Liga Comunista Revolucionaria de los Trabajadores,ORG,1,1
Lino Cortizo Presidente,PER,1,1
Liñán,ORG,1,1
Llama,PER,1,1
Llamada de Capitanía General,PER,1,1
Llamada del Alférez LOPEZ,LOC,1,1
Llamamiento,ORG,1,1
Llaman,PER,1,1
Llamar a Balbín,PER,1,1
Llamó,LOC,1,1
Llega el 23-F,PER,1,1
Llegan,PER,1,1
Lleva,LOC,1,1
Llevan,PER,1,1
Llevó al Comandante Pardo,LOC,1,1
Lloret de Mar,LOC,1,1
Logra,PER,1,1
London W10,PER,1,1
Lope de Vega de Madrid,PER,1,1
Los Generales,LOC,1,1
Los Generales Gabeiras,ORG,1,1
Los Gobernadores Civiles,ORG,1,1
Los Guardias Civiles,ORG,1,1
Los Inestrillos,LOC,1,1
Los m.c.s,LOC,1,1
Lothar Lahn,PER,1,1
Lourdes,PER,1,1
Lucia Canean Mates,PER,1,1
Luis Alvarez Rodriguez,PER,1,1
Luis Alvarez Rodríguez EXCMO.SEÑOR.MINISTRO DE DEFENSA,PER,1,1
Luis Aramburu Topete,PER,1,1
Luis Cano Portal,PER,1,1
Luis Fernández Gutierrez,PER,1,1
Luis Peralta España,PER,1,1
Luis Sanz Arribas,PER,1,1
Luis de Arana Lorite,PER,1,1
Luis Álvarez,PER,1,1
Lázaro,LOC,1,1
Lázaro,PER,1,1
López Cuadra,PER,1,1
López Silva,LOC,1,1
M. Villa,PER,1,1
M1020-10283/5,PER,1,1
MAIOR,ORG,1,1
MALAGA,ORG,1,1
MANDO,PER,1,1
MANIFESTEN,ORG,1,1
MANIPULACION,ORG,1,1
MANTENER,ORG,1,1
MANUEL FORNILLA,PER,1,1
MANY OF WHICH ARE FORMER SPANISH COLONIES,ORG,1,1
MARQUINA,ORG,1,1
MAS ESTRICTO,ORG,1,1
MAYORES,ORG,1,1
MENECEN,ORG,1,1
MENENDEZ,ORG,1,1
MER SE,ORG,1,1
MI NOMBRAMIENTO,PER,1,1
MI PAIS,ORG,1,1
MICROFILMACIQ,ORG,1,1
MIGUEL,ORG,1,1
MILANS,LOC,1,1
MILANS,PER,1,1
MILIAR,ORG,1,1
MINISTRO Europa,LOC,1,1
MISION,ORG,1,1
MISMOS,ORG,1,1
MODERNIZACION,ORG,1,1
MODIFICACION,ORG,1,1
MOMENTO NO,ORG,1,1
MOMENTO SE TENGA,ORG,1,1
MONTERA,ORG,1,1
MOVILIZACION,ORG,1,1
MOVIMIENTO,ORG,1,1
MOVIMIENTO COMUNISTA DE ANDALUCIA,ORG,1,1
MOVIMIENTO COMUNISTA DE ASTURIAS,ORG,1,1
MOÇÃO,ORG,1,1
MUERTE A LOS CULPABLES,ORG,1,1
MULTIPLICAR,ORG,1,1
MUNE A-5,PER,1,1
MUNICIONAMIENTO,ORG,1,1
MUNICIPAL F. M. de la Mesa,LOC,1,1
Ma Asuntos Exteri,PER,1,1
Ma Interior,PER,1,1
Madrid León Valladolid,LOC,1,1
Madrid ¿,LOC,1,1
Magistra,LOC,1,1
Magistrado de la Rota,LOC,1,1
Maisterra,LOC,1,1
Majestad,PER,1,1
Majestad Juan Carlos I Rey de España,PER,1,1
Majestät,LOC,1,1
Malaga,LOC,1,1
Mamá,PER,1,1
Manchado,LOC,1,1
Mando Superior,LOC,1,1
Mando Supremo,LOC,1,1
Mandos,LOC,1,1
Manifestamento,PER,1,1
Manifestar,LOC,1,1
Manifiesto,PER,1,1
Manifiestos,PER,1,1
Mantener,PER,1,1
Manuel Alonso Aquilar,PER,1,1
Manuel Cervantes Rosell,PER,1,1
Manuel González Lleras,PER,1,1
Manuel Muller Hidalgo,PER,1,1
Manuel Prieto López,PER,1,1
Manuel Rui Azinhais Nabeiro Formato A,PER,1,1
March,PER,1,1
Maria Garcia,PER,1,1
Mariano Cañas Barrera,PER,1,1
Mariano Nicolas Garcia,PER,1,1
Martín,PER,1,1
Martín Prieto,PER,1,1
Martínez García,PER,1,1
Martínez Jiménez,PER,1,1
Martínez de Merlo,PER,1,1
María Fernández del Rio Fernández,LOC,1,1
María García,PER,1,1
Mascleta,LOC,1,1
Mateo,PER,1,1
Medidas,LOC,1,1
Medinaceli,PER,1,1
Meer,ORG,1,1
Mencionó al Capitán General Miláns del Bosch,ORG,1,1
Mendíbil,LOC,1,1
Menor,PER,1,1
Mensaje del Presidente Calvo Sotelo,PER,1,1
Mensaje del Rey,LOC,1,1
Mensajes,LOC,1,1
Mercedes Coloma,PER,1,1
Merino,PER,1,1
Merry Gordon,PER,1,1
Mesa del Congreso,LOC,1,1
Metro de Sagrera,LOC,1,1
Miguel Aguilar,PER,1,1
Miguel Caballero Montes,PER,1,1
Miguel Martínez-Vara de Rey,PER,1,1
Milans,LOC,1,1
Milans Presidente,PER,1,1
Milans del Bosch,PER,1,1
Milán del Bosch,LOC,1,1
Minimizar,PER,1,1
Minister of Foreign Affairs,LOC,1,1
Ministerio de Administración Territorial,LOC,1,1
Ministerio de Defensa,LOC,1,1
Ministro,PER,1,1
Ministro Federal de Asuntos Exteriores de la República Federal de Alemania,LOC,1,1
Ministro de Defensa,ORG,1,1
Ministro de Defensa Sr. Sahagún,LOC,1,1
Ministro de Trabajo al Sr. Solé Tura,LOC,1,1
Ministro del Interior,LOC,1,1
Misiones Especiales,PER,1,1
Miss Betty Boothroyd,PER,1,1
Mister,LOC,1,1
Mit allen,ORG,1,1
Mixta Cívico-militar,ORG,1,1
Mochales,PER,1,1
Moción Censura,PER,1,1
Mola,PER,1,1
Momentaneamente,LOC,1,1
Monarquía,ORG,1,1
Moncloa,ORG,1,1
Moncloa Palace,ORG,1,1
Moreno,PER,1,1
Moreno Wirtz,PER,1,1
Morón de la Frontera,LOC,1,1
Movilización,LOC,1,1
Movimiento Comunista de Cataluña,ORG,1,1
Movimiento Nacional,ORG,1,1
Moção,LOC,1,1
Mr Alan Williams,PER,1,1
Mr Andy McMahon,PER,1,1
Mr Clinton Davis,PER,1,1
Mr David Ginsburg,PER,1,1
Mr David Watkins,PER,1,1
Mr Denis Howell,PER,1,1
Mr Eric S. Heffer Mr Tristan Garel-Jones Mr Russell Johnston,PER,1,1
Mr Frank McElhone,PER,1,1
Mr George Morton,PER,1,1
Mr Gerald Kaufman,PER,1,1
Mr Greville Janner,PER,1,1
Mr Hugh McCartney,PER,1,1
Mr James Johnson,PER,1,1
Mr Joe Ashton,PER,1,1
Mr Joel Barnett,PER,1,1
Mr John Cartwright,PER,1,1
Mr John Tilley | Mr Allan Roberts,PER,1,1
Mr John Wheeler,PER,1,1
Mr Kevin McNamara,PER,1,1
Mr Neil Kinnock,ORG,1,1
Mr Norman Atkinson,PER,1,1
Mr Robert Edwards |,PER,1,1
Mr Robert Kilroy-Silk |,PER,1,1
Mr Robert McTaggart,PER,1,1
Mr Roger Stott,PER,1,1
Mr Ron Leighton,PER,1,1
Mr Roy Hattersley,PER,1,1
Mr Roy Mason,PER,1,1
Mr Russell Kerr,PER,1,1
Mr William Wilson,PER,1,1
Mrs Ann Taylor,PER,1,1
Mrs Renée Short,PER,1,1
Muestra,PER,1,1
Mugardos,LOC,1,1
Mugica,PER,1,1
Mundido,LOC,1,1
Municipais,LOC,1,1
Murmurlos,LOC,1,1
Museo Naval,LOC,1,1
Mutilación,PER,1,1
Muñecas,PER,1,1
Muñecas Aguilar,PER,1,1
MÁLAGA,ORG,1,1
Májico,LOC,1,1
Mérida,LOC,1,1
Múgica,PER,1,1
N. Gub,PER,1,1
N.D. Fecha: F. Horas: Dp,PER,1,1
NACIAN,ORG,1,1
NACIONES,ORG,1,1
NAVAL,ORG,1,1
NE A-5,ORG,1,1
NECESIDAD,ORG,1,1
NO CONSIGUE HABLAR,ORG,1,1
NO ESTAN,ORG,1,1
NO ESTÁ,ORG,1,1
NO HABLES,ORG,1,1
NO HUBIERA DESTACADO,ORG,1,1
NO OBSTANTE,ORG,1,1
NO PODRAN,ORG,1,1
NO SE HAN PODIDO,ORG,1,1
NO SE HAN PRESENTADO,ORG,1,1
NO TENGA,ORG,1,1
NORTEAMERICA,ORG,1,1
NOTA DEBE,ORG,1,1
NOTA INTERIOR REF,LOC,1,1
NOTICIA,ORG,1,1
NUESTRA,ORG,1,1
NUMERO 461,LOC,1,1
Nacional,LOC,1,1
Nacional Gallega,PER,1,1
Nacionalistas de Izquierda,ORG,1,1
Nada,LOC,1,1
Navio Camilo Menedez,PER,1,1
Navío López Rolandi,LOC,1,1
Navío MENENDEZ,LOC,1,1
Navío Menéndez,LOC,1,1
Negada,PER,1,1
Negar,PER,1,1
Negarse,PER,1,1
New York Times,ORG,1,1
Nicolás García,PER,1,1
Nieto Excmo,PER,1,1
No fué,ORG,1,1
No identifican,ORG,1,1
Nombró,PER,1,1
Norte,LOC,1,1
Norteamérica,LOC,1,1
Noruega,LOC,1,1
Nosedulino,PER,1,1
Nota Informativa de este Servicio,LOC,1,1
Nota Informativa del,LOC,1,1
Notario,LOC,1,1
Noticias,LOC,1,1
Nuestra,ORG,1,1
Nuestra,PER,1,1
Nuestro,PER,1,1
Nueva York,LOC,1,1
Nuncio,PER,1,1
Nuncio Su Santidad,ORG,1,1
Nuñez Simón,PER,1,1
Núcleo,PER,1,1
Número,LOC,1,1
Núñez Ruano,ORG,1,1
Núñez Ruano,PER,1,1
O.M. núm. 120/4829/81,PER,1,1
OBEDECE,ORG,1,1
OBJETIVO,ORG,1,1
OBLIGACION,ORG,1,1
OBSERVADAS,ORG,1,1
OBSERVARSE,ORG,1,1
OBSERVATION JUST AFTER THE PARLIAMENT,ORG,1,1
OFICIALES,LOC,1,1
OFICINA,ORG,1,1
OIDAS,ORG,1,1
OIDREP de Defensa,ORG,1,1
OJEME,ORG,1,1
ONE WESTERN,ORG,1,1
OPERATOR,ORG,1,1
OPORTUNIDAD,ORG,1,1
OPORTUNIDADES OPERATIVAS,ORG,1,1
ORDEN A FAMILIA,ORG,1,1
ORENSE,ORG,1,1
ORIGEN: S. I. G. C. 312,ORG,1,1
ORTEGA,ORG,1,1
OTRAS INFORMACIONES,ORG,1,1
OTROS,LOC,1,1
Obedecen,LOC,1,1
Obedeció,LOC,1,1
Objetivos,LOC,1,1
Objetivos,PER,1,1
Observó,PER,1,1
Octava Región Militar,ORG,1,1
Ocupación,LOC,1,1
Ocupate,ORG,1,1
Odiel,LOC,1,1
Oficial,ORG,1,1
Oficial General,ORG,1,1
Oficiales,PER,1,1
Oficiales DEM,PER,1,1
Oficiales Generales,PER,1,1
Oficiales Subalternos,ORG,1,1
Oficiales del Ejército Capitán Tamarit,LOC,1,1
Oficio,PER,1,1
Oliart,PER,1,1
Olimpia,ORG,1,1
Operaciones,LOC,1,1
Operaciones,ORG,1,1
Operación Galaxis,ORG,1,1
Operación HALTON,PER,1,1
Operación Mista,ORG,1,1
Operación Nacional,LOC,1,1
Operación Nacional,ORG,1,1
Operación Turia,ORG,1,1
Orden General,ORG,1,1
Orden Ministerial,ORG,1,1
Orden Público,ORG,1,1
Orden Públicos,ORG,1,1
Organización,LOC,1,1
Organización,ORG,1,1
Organización,PER,1,1
Organizar,LOC,1,1
Organo Judicial,LOC,1,1
Oriente,LOC,1,1
Orozco,PER,1,1
Orozco Masieu,PER,1,1
Ortiz,PER,1,1
Ostos,LOC,1,1
Ostos Mateo-Cañero,PER,1,1
Otras,LOC,1,1
Otros,LOC,1,1
Oye Carmen A- ¿Qué,PER,1,1
P'1a ALIANÇA POVO,LOC,1,1
P. del Yeno,PER,1,1
P.C.A,ORG,1,1
P.C.E-E.P.K,ORG,1,1
P.C.E.U,LOC,1,1
P.J. Ramírez,PER,1,1
P.L.O,ORG,1,1
P.N.V,ORG,1,1
P.S.P,ORG,1,1
PACIFICO,LOC,1,1
PACIFICO,ORG,1,1
PACIFICO Hoja,LOC,1,1
PALENCIA,ORG,1,1
PAMPLONA,LOC,1,1
PARDINA,ORG,1,1
PARDO,LOC,1,1
PARDO,ORG,1,1
PARECE,ORG,1,1
PARECE FUERA,ORG,1,1
PARTICULARLY,ORG,1,1
PARTIDO,ORG,1,1
PARTIDO COMUNISTA DE ESPAÑA,ORG,1,1
PARTIDO COMUNISTA DE ESPAÑA UNIFICADO,ORG,1,1
PARTIDO DEL TRABAJO,ORG,1,1
PARTIDO OBRERO SOCIALISTA,ORG,1,1
PARTIDO SOCIALISTA POPULAR,ORG,1,1
PARTIDO UCD PONIENDO,ORG,1,1
PASADO,ORG,1,1
PASCUAL GALVEZ Capitán de la G.C. D. FRANCISCO ACERA,PER,1,1
PCE-CC.OO,LOC,1,1
PENAS,ORG,1,1
PEREZ-LLOR,ORG,1,1
PEREZ-LLORCA,PER,1,1
PERFECCIONAMIENTO,ORG,1,1
PERHAPS A,LOC,1,1
PERJUICIO,ORG,1,1
PERSISTE,ORG,1,1
PERSONAL,PER,1,1
PERSONALES,ORG,1,1
PERSONAS,ORG,1,1
PERSUADE THEM THAT,ORG,1,1
PERTAIN,ORG,1,1
PISTOLAS,ORG,1,1
PLANTEAMIENTO,ORG,1,1
PLAZA,PER,1,1
PLAZA.- Conforme,PER,1,1
PLENA,ORG,1,1
PODEMOS,ORG,1,1
POLICÍA,ORG,1,1
POLITICO,ORG,1,1
POLÍTICA EXTERIOR,ORG,1,1
PONER,ORG,1,1
PONFERRADA,ORG,1,1
PONTEVEDRA,ORG,1,1
POR TANTO,ORG,1,1
PORTAVOZ,ORG,1,1
POSTERIORMENTE,ORG,1,1
PRACTICA,ORG,1,1
PREDOMINA,ORG,1,1
PREGUNTANDO,ORG,1,1
PREGUNTAR,ORG,1,1
PREJUJEN,ORG,1,1
PRENSA RELACIONADO,ORG,1,1
PREPARACIÓN,ORG,1,1
PRESIDENTE MINISTRO DE DEFENSA,ORG,1,1
PRESTAR,ORG,1,1
PRESUNTA,ORG,1,1
PREVIA,ORG,1,1
PREVINIENDO,ORG,1,1
PRIDE AND,ORG,1,1
PRIMERISIMA,ORG,1,1
PROCESAMIENTO,ORG,1,1
PROCURANDO,ORG,1,1
PROFUNDIZACION,ORG,1,1
PROFUSION,LOC,1,1
PROGRAMA,ORG,1,1
PROPOSITOS,ORG,1,1
PROSPERIDAD,ORG,1,1
PROTAGONISMO,ORG,1,1
PROTOCOLO,ORG,1,1
PUBLICA CRONICA,ORG,1,1
PUBLICACION,ORG,1,1
PUBLISHED SUNDAY A SERIES OF,ORG,1,1
PUEDA SER,ORG,1,1
PUEDAN INTERPONERSE,ORG,1,1
PUESTOS DE,PER,1,1
PUNTUAL,ORG,1,1
PURPORTEDLY,ORG,1,1
Pacheco Miguel,PER,1,1
Pacto Internacional de Derechos Civiles de Nueva York,ORG,1,1
Palace,ORG,1,1
Palacio Barzuela,LOC,1,1
Palacio Real,LOC,1,1
Palacio de Congresos,LOC,1,1
Palacio de Congresos de Palma de Mallorca,LOC,1,1
Palacio de Congresos ¿,LOC,1,1
Palacio de Justicia,LOC,1,1
Palacio de Moncloa,LOC,1,1
Palacio de las Cortes,LOC,1,1
Paladina,LOC,1,1
Papels,PER,1,1
Paracuellos,LOC,1,1
Pardo de Santallana,LOC,1,1
Pardo de Santallana,PER,1,1
Pardos Aldea,LOC,1,1
Parlamento de España,ORG,1,1
Paro,LOC,1,1
Paro,PER,1,1
Parque Automovilístico,LOC,1,1
Parque de Automovilismo,LOC,1,1
Parque de Automovilismo de la Guardia Civil,LOC,1,1
Parque de dicho Cuerpo,LOC,1,1
Parque de las Avenidas,LOC,1,1
Parque del Oeste,LOC,1,1
Participación,PER,1,1
Partidas,LOC,1,1
Partido Demócrata Cristiano del Uruguay,ORG,1,1
Partido Socialista Obrero,ORG,1,1
Partido Socialista Obrero Español,ORG,1,1
Partido de los Trabajadores,ORG,1,1
Partido político,ORG,1,1
Partidos,LOC,1,1
Partidos Políticos PSA,ORG,1,1
Pasa,LOC,1,1
Pasa S.M,PER,1,1
Pascual,LOC,1,1
Pascual,PER,1,1
Pascual Galmes,PER,1,1
Pascual Galvez,PER,1,1
Paseo de la Castellana,LOC,1,1
Paseo de las Delicias,LOC,1,1
Paso Judyn,LOC,1,1
Pasó,PER,1,1
Patria,LOC,1,1
Patrona,LOC,1,1
Patrullaje,PER,1,1
Pavia,ORG,1,1
País Valencià,LOC,1,1
Pedro Martín Fernández,PER,1,1
Pedro Pérez Llorca Ministro de Asuntos Exteriores Madrid Excmo,PER,1,1
Pedro Pérez Llorca Ministro de Asuntos Exteriores Ministerio de Asuntos Exteriores Madrid,PER,1,1
Pedro Texeira,PER,1,1
Pedro V. García,PER,1,1
Penitenciarios Militares,PER,1,1
Pensaba,LOC,1,1
Pepe Cassinello,PER,1,1
Pepe Peñas,PER,1,1
Pequeñas,LOC,1,1
Permaneció,LOC,1,1
Permanenciendo allí,PER,1,1
Permitiendo,LOC,1,1
Permitió,ORG,1,1
Personal,PER,1,1
Persönlichkeiten der Geschichte,PER,1,1
Pese,PER,1,1
Petrus,PER,1,1
Pide,LOC,1,1
Pide al Tribunal,LOC,1,1
Pidió,LOC,1,1
"Pilar ""Pluma de Aguila",PER,1,1
Pinochet,PER,1,1
Pintor Gris,PER,1,1
Pintor Juan Gris,PER,1,1
Piserra,PER,1,1
Plan de MILANS,PER,1,1
Plantea,PER,1,1
Planteamiento,LOC,1,1
Plaza,LOC,1,1
Plaza,PER,1,1
Plaza Mayor,LOC,1,1
Plaza de Castilla,LOC,1,1
Plaza de Cibeles,LOC,1,1
Plaza de España,LOC,1,1
Plaza de Lavapies,LOC,1,1
Plaza de Madrid,LOC,1,1
Plaza de Oriente,LOC,1,1
Plaza de San - Agustín,LOC,1,1
Plaza de San Agustín,LOC,1,1
Plaza de Santa Ana,LOC,1,1
Plaza de la Moncloa,LOC,1,1
Plaza del Oeste,LOC,1,1
Pleno,LOC,1,1
Plá García,PER,1,1
Policia,LOC,1,1
Policias,PER,1,1
Policías,ORG,1,1
Policías,PER,1,1
Policías Nacionales,ORG,1,1
Polideportivo,LOC,1,1
Político,PER,1,1
Ponece,LOC,1,1
Por Télex,PER,1,1
Porque,LOC,1,1
Porteriormente,PER,1,1
Portobello Road,LOC,1,1
Portugal,LOC,1,1
Positiva,LOC,1,1
Poster,PER,1,1
Potenciar,PER,1,1
"Pozo ""Esparza",LOC,1,1
Prado,LOC,1,1
Predestinación,LOC,1,1
Prefiero,PER,1,1
Pregunta,LOC,1,1
Pregunta Escandell,PER,1,1
Preguntado,PER,1,1
Preguntandole,PER,1,1
Prensa,LOC,1,1
Prensa,PER,1,1
Preparar,PER,1,1
Presencia,LOC,1,1
Presentó,LOC,1,1
Presidencia,LOC,1,1
Presidencia,PER,1,1
Presidencia del Gobierno,PER,1,1
Presidente Fraga,PER,1,1
Presidente Suárez,PER,1,1
Presidente de Gobierno,PER,1,1
Presidente del Tribunal indicó al Relator,ORG,1,1
Prestar,ORG,1,1
Pretende,LOC,1,1
Previsiones,LOC,1,1
Prieto López,PER,1,1
Primera Instancia,LOC,1,1
Primera R.M,LOC,1,1
Primera Región Militar,ORG,1,1
Primeramente,PER,1,1
Primero,PER,1,1
Primo de Rivera,PER,1,1
Princesa Sofía,PER,1,1
Prisión Militar,ORG,1,1
Prisión Militar Naval de Carranza,ORG,1,1
Prisión Naval,LOC,1,1
Prisión Naval de Caranza,LOC,1,1
Prof,PER,1,1
Programa,ORG,1,1
Promotor Martín Villa,PER,1,1
Promovido,PER,1,1
Propaganda de U.G.T,ORG,1,1
