term,mean_tfidf
guarde años,0.010679618054999729
consejero,0.01063099777855428
ref núm,0.010561650007511492
radio,0.010489923682517709
centro,0.010471673633252054
acción,0.010458038900665174
democracia,0.01043718349512364
lectura,0.010344138656180682
información,0.010342338914077672
preguntas,0.010249078167561649
tiene,0.01019274483705241
madrid marzo,0.010186194092001923
interior,0.010186079167288437
nacional,0.010157231107510751
posible,0.010137033063396186
procesado,0.010103994322525442
jose,0.010102334261240803
artículo,0.010098676990631234
proceso,0.010078744100951128
milans bosch,0.01007341735789515
junio,0.009926720227280863
español,0.00990496723289723
majestad,0.009870486772154975
gómez,0.009820627947494033
días,0.009773213479734094
comandante pardo,0.009770361225142793
consejero togado,0.009663404862842638
garcía,0.009651505350578831
pasado,0.009541925278896758
honor,0.00952571219043014
haig,0.009522477917047903
pueblo,0.009500145507976225
tengo,0.009471397845462658
embajador,0.00946190969985846
iglesias,0.00945041397773446
actitud,0.009351209565625292
años madrid,0.009344895501945078
tarde,0.0093433014587196
apoyo,0.00934322557060955
diputados,0.009313479111689754
carlos,0.009226587988404126
san,0.00920249331221934
informativa,0.009169075161393593
poder,0.009159999207196757
juicio,0.009128745345913635
juste,0.009010613917582126
hermosilla,0.00899181250376229
unidad,0.008970725523784974
procesamiento,0.00892913124337596
toda,0.008928674045139322
después,0.00887718537831832
democracy,0.008876555535029538
mayo,0.008830049360895304
manifiesto,0.008805307585164244
personal,0.008804400180771938
hora,0.008778770211586772
lugar,0.00872708265995179
mañana,0.008726338528491999
jefes,0.008719155326938377
gral armada,0.008648886236873325
política,0.00860520911768479
comentarios,0.008533022538676365
medios,0.008517685774813764
exmo,0.008483396990752397
washington,0.008476637757059218
personas,0.008460426099517259
periodistas,0.00845793757202983
superior,0.008456946761647927
implicados,0.008395780008886449
juan carlos,0.008380196115989337
oficiales,0.008374852462453652
sala justicia,0.008359301126361173
ayer,0.00834889007086758
parece,0.00831820677694188
lópez,0.00831676506651057
sentencia,0.008287420228235075
minister,0.008277018524888064
país,0.008243592181637109
citado,0.008114464966249317
primera,0.008110611402618645
grupos,0.008080349642776066
comisiones,0.00807478941189634
dijo,0.008068826857226192
dice,0.008026872685641182
civiles,0.008024089102474086
miguel,0.008010955571037636
tiempo,0.007981530238093957
menos,0.007973121868467799
rojas,0.007936599582165239
antonio,0.007934273823632198
martín,0.007933901216247777
pedro,0.00793115601027166
torres,0.007914553257201556
región,0.0078994594526684
sesion,0.007896736611296988
jujem,0.007863530708330358
familiares,0.007852131767129157
acontecimientos,0.00784882794787737
abril,0.007847458780726485
cuenta,0.007846077782801502
llamada,0.007819066936718517
alvarez,0.007798091664099101
tras,0.007737651462020803
motivo,0.007718554263496164
actuación,0.007698879844242832
torres rojas,0.0076914739852191214
intento,0.007681403812694149
guardias,0.00767192212538061
juez,0.00767107118549079
efectos,0.007670937003171504
valencia,0.0076350632390139875
secretario,0.007615649303807454
cabo,0.00760848789346213
miláns,0.007598895573891062
desarrollo sesion,0.007573420077657927
democratic,0.007555568469754225
comandante cortina,0.007535501120588431
unidos,0.007528103864669681
reunido sala,0.007522971463770355
autoridad,0.0075064498612653265
minutos,0.007501709699534676
instituciones,0.00749844464197423
sino,0.007488069825622446
estados unidos,0.007487981076581477
reunido,0.007480901384718371
siguiente,0.00744647448790327
incidente,0.0074412169007542685
